
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 59
No. of Primary Outputs: 35
No. of Gates: 4454
No. of DFFs: 516
No. of Nodes: 10434
Execution Time: 1003800408 ns
Primary Inputs: test_si g6283 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: g8984 g3327 g10377 g10455 g10457 g10463 g10465 g10801 g11206 g10459 g11163 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	SC0	SC1
\DFF_248/Q_reg-SDFF-MUX21	6	35	0	4
\DFF_239/Q_reg-SDFF-MUX21	6	29	0	3
\DFF_233/Q_reg-SDFF-MUX21	6	21	0	2
\DFF_225/Q_reg-SDFF-MUX21	6	36	0	4
\DFF_215/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_194/Q_reg-SDFF-MUX21	6	26	0	3
\DFF_188/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_187/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_183/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_175/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_156/Q_reg-SDFF-MUX21	6	11	0	1
\DFF_154/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_150/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_129/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_126/Q_reg-SDFF-MUX21	6	12	0	1
\DFF_121/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_100/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_93/Q_reg-SDFF-MUX21	6	30	0	1
\DFF_89/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_80/Q_reg-SDFF-MUX21	6	17	0	2
\DFF_68/Q_reg-SDFF-MUX21	6	11	0	1
\DFF_65/Q_reg-SDFF-MUX21	6	20	0	3
\DFF_62/Q_reg-SDFF-MUX21	5	5	0	0
\DFF_55/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_41/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_25/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_2/Q_reg-SDFF-MUX21	6	14	0	2
n2483	2	7	0	0
n2440	2	8	0	0
n2282	5	11	0	1
n2355	5	11	0	1
n2382	5	11	0	1
n2400	5	11	0	1
n2456	5	11	0	1
n2464	5	11	0	1
n2490	4	5	0	0
n896	3	5	0	0
\DFF_275/Q_reg-SDFF-MUX21	6	6	0	0
n2240	12	12	1	1
n2243	12	12	1	1
n2245	12	12	1	1
n2247	12	12	1	1
n647	4	12	0	1
n2858	33	4	3	0
n2859	33	4	3	0
n2860	33	4	3	0
\DFF_7/Q_reg-SDFF-output-A	3	14	0	1
\DFF_214/Q_reg-SDFF-output-A	3	14	0	1
\DFF_303/Q_reg-SDFF-output-A	3	14	0	1
\DFF_284/Q_reg-SDFF-output-A	3	14	0	1
\DFF_416/Q_reg-SDFF-output-A	3	14	0	1
\DFF_468/Q_reg-SDFF-output-A	3	14	0	1
\DFF_353/Q_reg-SDFF-output-A	3	14	0	1
\DFF_145/Q_reg-SDFF-output-A	3	14	0	1
\DFF_366/Q_reg-SDFF-output-A	3	14	0	1
\DFF_399/Q_reg-SDFF-output-A	3	14	0	1
\DFF_457/Q_reg-SDFF-output-A	3	14	0	1
\DFF_383/Q_reg-SDFF-output-A	3	14	0	1
\DFF_76/Q_reg-SDFF-output-A	3	14	0	1
\DFF_153/Q_reg-SDFF-output-A	3	14	0	1
\DFF_185/Q_reg-SDFF-output-A	3	14	0	1
\DFF_396/Q_reg-SDFF-output-A	3	14	0	1
\DFF_189/Q_reg-SDFF-output-A	3	14	0	1
\DFF_487/Q_reg-SDFF-output-A	3	14	0	1
\DFF_327/Q_reg-SDFF-output-A	3	14	0	1
\DFF_67/Q_reg-SDFF-output-A	3	14	0	1
\DFF_163/Q_reg-SDFF-output-A	3	14	0	1
\DFF_142/Q_reg-SDFF-output-A	3	14	0	1
\DFF_88/Q_reg-SDFF-output-A	3	14	0	1
\DFF_315/Q_reg-SDFF-output-A	3	14	0	1
\DFF_494/Q_reg-SDFF-output-A	3	14	0	1
\DFF_90/Q_reg-SDFF-output-A	3	14	0	1
\DFF_169/Q_reg-SDFF-output-A	3	14	0	1
\DFF_24/Q_reg-SDFF-output-A	3	14	0	1
\DFF_97/Q_reg-SDFF-output-A	3	14	0	1
\DFF_182/Q_reg-SDFF-output-A	3	14	0	1
n1350	70	4	7	0
\DFF_364/Q_reg-SDFF-output-A	3	14	0	1
\DFF_307/Q_reg-SDFF-output-A	3	14	0	1
\DFF_220/Q_reg-SDFF-output-A	3	14	0	1
\DFF_118/Q_reg-SDFF-output-A	3	14	0	1
n817	4	12	0	1
\DFF_201/Q_reg-SDFF-output-A	3	14	0	1
\DFF_165/Q_reg-SDFF-output-A	3	14	0	1
\DFF_484/Q_reg-SDFF-output-A	3	14	0	1
n2861	4	4	0	0
n2862	4	4	0	0
n2863	4	4	0	0
\DFF_525/Q_reg-SDFF-output-A	3	15	0	1
\DFF_517/Q_reg-SDFF-MUX21	6	38	0	3
\DFF_5/Q_reg-SDFF-MUX21	6	23	0	2
\DFF_424/Q_reg-SDFF-MUX21	6	23	0	2
\DFF_438/Q_reg-SDFF-output-A	3	15	0	1
\DFF_533/Q_reg-SDFF-output-A	3	12	0	1
\DFF_479/Q_reg-SDFF-output-A	3	12	0	1
\DFF_287/Q_reg-SDFF-output-A	3	12	0	1
\DFF_213/Q_reg-SDFF-output-A	3	12	0	1
\DFF_496/Q_reg-SDFF-output-A	3	12	0	1
g7783	4	43	0	5
g7781	4	43	0	5
g7779	4	43	0	5
g7777	4	43	0	5
g7776	4	43	0	5
g7775	4	43	0	5
n1656	24	10	3	1
\DFF_66/Q_reg-SDFF-output-A	3	15	0	1
n1176	10	84	1	11
n1183	85	10	11	1
n1147	71	9	9	1
n1748	70	9	9	1
n1400	20	10	2	1
g6845	4	41	0	4
g11184	4	42	0	4
g11183	4	42	0	4
g11182	4	42	0	4
g11181	4	42	0	4
n1599	34	4	4	0
n1602	42	4	5	0
n1604	33	4	4	0
n1606	48	4	6	0
n1608	43	4	6	0
n1610	50	4	4	0
n1612	41	4	6	0
n1614	44	4	4	0
n1616	45	4	6	0
n1618	53	4	7	0
n1620	57	4	5	0
n2219	46	4	3	0
n2222	30	4	4	0
n2227	40	4	4	0
n2232	44	4	4	0
n2255	35	4	4	0
n2260	60	4	6	0
n942	28	10	4	1
n1894	73	10	11	1
n1478	36	21	4	3
n1482	32	2	4	0
n655	28	19	3	2
n1196	85	10	11	1
n959	43	9	6	1
n658	45	11	5	1
\DFF_331/Q_reg-SDFF-MUX21	6	23	0	2
\DFF_320/Q_reg-SDFF-output-A	3	21	0	2
n1636	48	10	6	1
n1639	34	10	4	1
n1641	50	10	5	1
n1653	45	10	5	1
g6846	3	60	0	6
n683	58	10	6	1
n1118	62	19	8	2
n1127	58	10	8	1
n1204	10	57	1	8
n1125	38	20	4	2
n1207	55	10	6	1
n948	68	9	8	1
n1623	3	53	0	7
g6800	53	3	7	0
n695	45	3	6	0
n929	29	10	4	1
n1042	40	20	6	2
n927	63	9	8	1
n1905	79	9	9	1
n1023	22	9	3	1
n1032	50	20	7	2
n651	41	11	6	1
n1911	37	9	4	1
n928	52	10	7	1
n1909	54	10	5	1
g7809	2	30	0	4
n1162	66	10	9	1
n1170	65	9	9	1
n1189	37	25	4	3
\DFF_471/Q_reg-SDFF-MUX21	6	6	0	0
n1703	10	110	1	12
n1799	10	109	1	12
n1792	10	108	1	12
n1805	10	109	1	12
\DFF_240/Q_reg-SDFF-output-A	3	15	0	1
\DFF_232/Q_reg-SDFF-output-A	3	15	0	1
n1859	312	10	39	1
n1342	77	10	9	1
n1428	47	10	6	1
n1591	20	28	2	4
g8564	20	43	2	5
\DFF_328/Q_reg-SDFF-MUX21	6	20	0	2
n1659	11	2	1	0
g6818	4	57	0	7
\DFF_105/Q_reg-SDFF-MUX21	6	23	0	2
\DFF_33/Q_reg-SDFF-MUX21	6	23	0	2
n2134	344	10	42	1
\DFF_54/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_132/Q_reg-SDFF-MUX21	6	20	0	2
g8566	20	29	2	4
n1156	10	44	1	5
n1257	38	25	4	3
n1772	145	18	16	2
n1779	10	109	1	12
n1824	10	108	1	12
n1752	208	10	23	1
n662	86	10	10	1
\DFF_278/Q_reg-SDFF-output-A	3	28	0	3
\DFF_417/Q_reg-SDFF-output-A	3	28	0	3
\DFF_31/Q_reg-SDFF-output-A	3	28	0	3
\DFF_158/Q_reg-SDFF-output-A	3	28	0	3
n1226	5	2	0	0
g7285	4	66	0	7
n2226	3	56	0	6
n1233	59	25	7	3
n1346	51	25	6	3
n1370	33	51	4	6
n1429	49	9	6	1
g7288	3	65	0	7
n1627	47	9	5	1
n2153	71	80	8	10
n1393	127	3	15	0
n1631	121	11	15	1
n1887	21	54	2	7
n1208	72	10	8	1
n1594	27	4	3	0
\DFF_77/Q_reg-SDFF-output-A	3	15	0	1
g8565	20	33	2	5
g8562	20	35	2	3
\DFF_125/Q_reg-SDFF-MUX21	6	23	0	2
n1373	45	10	6	1
n1374	79	19	10	2
n1371	83	9	12	1
n1375	20	29	2	4
n1888	21	60	2	8
n1629	88	4	10	0
\DFF_112/Q_reg-SDFF-output-A	3	44	0	4
n1630	73	9	9	1
n2093	295	10	36	1
g8563	20	29	2	4
n1826	12	2	1	0
n1545	40	3	4	0
n1544	39	4	4	0
n618	85	11	12	1
g8561	20	44	2	6
n568	37	35	3	4
n1385	30	10	3	1
n920	11	103	1	10
n666	94	11	9	1
\DFF_53/Q_reg-SDFF-MUX21	6	37	0	3
\DFF_291/Q_reg-SDFF-MUX21	6	33	0	4
n1811	10	99	1	12
n1818	10	100	1	12
n725	121	11	12	1
n1548	19	168	2	19
\DFF_0/Q_reg-SDFF-MUX21	6	4	0	0
n908	6	2	0	0
n2267	33	4	1	0
n2307	27	4	1	0
n2427	17	4	1	0
n2266	2	5	0	0
n2238	35	5	3	0
n2242	3	7	0	0
n2855	34	5	3	0
n2856	34	5	3	0
n2857	34	5	3	0
n2852	34	5	3	0
n2853	34	5	3	0
n2854	34	5	3	0
n2851	34	5	3	0
\DFF_7/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_214/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_303/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_284/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_416/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_468/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_353/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_145/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_366/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_399/Q_reg-SDFF-MUX21	6	11	0	1
\DFF_457/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_383/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_76/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_153/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_185/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_396/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_189/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_487/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_327/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_67/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_163/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_142/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_88/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_315/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_494/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_90/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_169/Q_reg-SDFF-MUX21	6	14	0	1
\DFF_24/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_97/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_182/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_364/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_307/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_220/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_118/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_201/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_165/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_484/Q_reg-SDFF-MUX21	6	15	0	1
n1464	33	5	2	0
n1466	28	5	2	0
n1353	5	14	0	1
n2259	40	5	3	0
n1467	52	5	4	0
n1468	26	5	3	0
n1469	52	5	5	0
n1470	35	5	3	0
n1471	28	5	3	0
n1472	31	5	1	0
n1474	29	5	2	0
n1475	38	5	5	0
n2189	48	5	4	0
n2196	45	5	3	0
n2208	35	5	4	0
n2218	37	5	3	0
n2231	48	5	5	0
n2237	41	5	3	0
n2265	28	5	3	0
n1164	5	23	0	2
n1759	13	5	1	0
n2202	40	5	3	0
n2213	45	5	4	0
\DFF_525/Q_reg-SDFF-MUX21	6	16	0	1
\DFF_438/Q_reg-SDFF-MUX21	6	16	0	1
\DFF_533/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_479/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_287/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_213/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_496/Q_reg-SDFF-MUX21	6	13	0	1
\DFF_224/Q_reg-SDFF-output-A	3	46	0	5
\DFF_513/Q_reg-SDFF-output-A	3	46	0	5
\DFF_91/Q_reg-SDFF-output-A	3	46	0	5
\DFF_63/Q_reg-SDFF-output-A	3	46	0	5
\DFF_363/Q_reg-SDFF-output-A	3	46	0	5
\DFF_49/Q_reg-SDFF-output-A	3	46	0	5
g4895	14	25	1	3
\DFF_66/Q_reg-SDFF-MUX21	6	16	0	1
n1175	26	19	3	2
n1182	94	19	12	2
n1146	80	18	10	2
n1401	20	19	2	2
n645	21	11	2	1
\DFF_323/Q_reg-SDFF-output-A	3	44	0	4
\DFF_472/Q_reg-SDFF-output-A	3	45	0	4
\DFF_421/Q_reg-SDFF-output-A	3	45	0	4
\DFF_23/Q_reg-SDFF-output-A	3	45	0	4
\DFF_507/Q_reg-SDFF-output-A	3	45	0	4
g6813	8	35	0	4
g6812	8	35	0	4
g6811	8	34	0	4
g6810	8	49	0	6
g6809	8	40	0	5
g6808	8	36	0	3
g6807	8	41	0	5
g6806	8	36	0	4
g6805	8	46	0	6
g6804	8	43	0	6
g6803	8	57	0	5
n940	20	29	2	4
n935	64	20	10	2
n1477	33	4	4	0
n1481	31	4	3	0
n956	20	44	2	6
n951	45	10	6	1
n966	44	9	6	1
n1205	12	55	1	6
\DFF_320/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_21/Q_reg-SDFF-output-A	3	63	0	6
n1637	41	10	4	1
n1640	32	10	4	1
n1642	48	10	6	1
n1644	57	10	6	1
n1643	67	11	7	1
n1646	43	10	4	1
n1645	67	11	7	1
n1648	42	10	5	1
n1647	67	11	7	1
n1650	53	10	6	1
n1649	67	11	7	1
n1652	47	10	6	1
n1651	67	11	7	1
n1654	27	10	3	1
n1382	39	45	4	5
n952	59	20	8	2
n1124	30	39	3	4
n1206	26	10	3	1
n1121	19	69	2	8
g8064	43	18	5	2
g4894	19	51	2	6
n657	69	10	8	1
n1624	4	62	0	8
\DFF_227/Q_reg-SDFF-output-A	3	6	0	0
g6801	22	21	2	2
n1041	30	41	3	6
g4906	19	46	2	6
n591	64	10	8	1
n1024	63	10	7	1
n1010	66	12	9	1
n1011	95	9	12	1
n1910	44	9	4	1
\DFF_289/Q_reg-SDFF-output-A	3	33	0	4
n1161	33	5	3	0
n1167	32	5	3	0
n1188	48	5	5	0
n1798	20	41	2	3
n1791	20	33	2	4
n1804	20	37	2	4
\DFF_240/Q_reg-SDFF-MUX21	6	16	0	1
\DFF_232/Q_reg-SDFF-MUX21	6	16	0	1
n1858	38	9	4	1
n1279	94	11	11	1
n1343	86	11	10	1
n1369	19	86	2	10
n1426	40	9	4	1
g7289	3	65	0	8
n673	12	3	1	0
\DFF_226/Q_reg-SDFF-output-A	3	60	0	7
n2133	37	9	4	1
n1155	73	9	9	1
n1252	74	10	9	1
n1256	47	26	5	3
n1778	20	29	2	4
n1823	20	28	2	4
n1751	28	9	3	1
n950	42	9	4	1
\DFF_278/Q_reg-SDFF-MUX21	6	21	0	2
\DFF_417/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_31/Q_reg-SDFF-MUX21	6	26	0	3
\DFF_158/Q_reg-SDFF-MUX21	6	21	0	3
g8572	3	14	0	1
g8571	3	14	0	1
g8570	3	14	0	1
g8569	3	14	0	1
\DFF_71/Q_reg-SDFF-output-A	3	69	0	7
n907	76	18	9	2
n1234	68	18	8	2
n1281	26	68	3	8
n1344	50	9	7	1
g8076	3	65	0	7
g7785	33	37	3	4
\DFF_253/Q_reg-SDFF-output-A	3	68	0	7
g6799	26	37	3	4
n2151	101	47	12	6
n1392	34	9	4	1
n1357	4	136	0	16
n1395	46	10	5	1
g6339	12	162	1	20
g6844	7	28	0	3
\DFF_77/Q_reg-SDFF-MUX21	6	16	0	1
n1372	50	10	7	1
g8066	69	38	8	4
n1381	44	10	5	1
n542	84	10	12	1
g8065	21	48	2	6
n1879	128	9	17	1
\DFF_112/Q_reg-SDFF-MUX21	6	21	0	2
g6798	14	74	1	9
n2092	39	9	4	1
n768	13	3	1	0
g7326	8	40	0	4
n2127	65	10	8	1
n918	137	10	14	1
n1038	167	9	18	1
n1220	163	9	17	1
n1387	12	128	1	12
n1810	20	23	2	3
n1817	20	43	2	5
n1786	29	9	4	1
n1850	30	10	4	1
n906	180	4	20	0
n1557	187	9	22	1
g9961	9	2	0	0
n943	2	11	0	0
n2461	3	9	0	0
n2177	29	10	3	1
n2179	32	10	1	1
n2180	30	10	2	1
n2183	39	10	5	1
n2192	45	10	5	1
n2185	19	10	2	1
n2197	43	10	4	1
n2204	19	10	2	1
n2209	25	10	1	1
n2250	29	10	2	1
n1725	52	6	5	0
n2214	34	10	4	1
n1150	41	10	3	1
n1157	29	10	3	1
n1165	49	10	4	1
n1171	46	10	3	1
n2253	53	10	4	1
n1249	49	10	5	1
n1421	35	10	4	1
n1425	24	10	3	1
n1635	29	10	2	1
n1739	38	10	3	1
n1142	42	10	3	1
n2167	34	10	2	1
n2171	27	10	3	1
n2172	53	10	5	1
n2175	36	10	3	1
n2848	35	6	3	0
n2849	35	6	3	0
n2850	35	6	3	0
g7759	8	21	0	2
g7758	8	29	0	2
n1349	90	6	7	0
n1462	37	6	3	0
n1363	38	6	3	0
n1483	16	2	1	0
n1273	8	29	0	3
g7757	8	21	0	2
g7756	8	21	0	2
g7755	8	26	0	3
g7754	8	29	0	3
g7753	8	29	0	3
g7752	8	29	0	1
g7751	8	21	0	2
g7750	8	29	0	3
n1269	8	21	0	2
n1267	8	26	0	3
n1263	8	28	0	3
n1259	8	29	0	3
n1277	8	21	0	2
n1275	8	21	0	2
n1271	8	21	0	2
n1159	88	6	11	0
n1168	87	6	11	0
n1186	59	6	6	0
n1265	8	28	0	3
n1261	8	28	0	3
\DFF_224/Q_reg-SDFF-MUX21	6	35	0	4
\DFF_513/Q_reg-SDFF-MUX21	6	29	0	3
\DFF_91/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_63/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_363/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_49/Q_reg-SDFF-MUX21	6	38	0	3
\DFF_431/Q_reg-SDFF-output-A	3	28	0	3
n1174	24	5	2	0
n1181	24	5	2	0
n1145	23	5	2	0
g7810	42	9	4	1
n1396	58	10	7	1
n1399	30	20	3	2
\DFF_323/Q_reg-SDFF-MUX21	6	29	0	3
\DFF_472/Q_reg-SDFF-MUX21	6	11	0	1
\DFF_421/Q_reg-SDFF-MUX21	6	40	0	4
\DFF_23/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_507/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_170/Q_reg-SDFF-output-A	3	38	0	4
\DFF_82/Q_reg-SDFF-output-A	3	38	0	4
\DFF_56/Q_reg-SDFF-output-A	3	37	0	4
\DFF_16/Q_reg-SDFF-output-A	3	52	0	6
\DFF_290/Q_reg-SDFF-output-A	3	43	0	5
\DFF_94/Q_reg-SDFF-output-A	3	39	0	3
\DFF_402/Q_reg-SDFF-output-A	3	44	0	5
\DFF_173/Q_reg-SDFF-output-A	3	39	0	4
\DFF_27/Q_reg-SDFF-output-A	3	49	0	6
\DFF_292/Q_reg-SDFF-output-A	3	46	0	6
\DFF_376/Q_reg-SDFF-output-A	3	60	0	5
n939	39	21	5	2
n934	30	64	3	10
n1893	53	9	7	1
n1480	7	32	0	3
n955	54	21	7	2
n963	28	45	3	6
n1203	35	22	4	2
\DFF_21/Q_reg-SDFF-MUX21	6	32	0	3
g5669	21	42	2	4
g5668	21	33	2	4
g5667	21	49	2	5
g5666	22	58	2	6
g5665	22	44	2	4
g5664	22	43	2	5
g5663	22	54	2	6
g5662	22	48	2	6
g5661	21	28	2	3
n1103	54	10	7	1
n1199	54	9	6	1
\DFF_518/Q_reg-SDFF-output-A	3	21	0	2
g7287	28	28	3	3
g5657	19	28	3	3
g5656	25	29	2	3
g5655	35	28	4	3
g5654	20	28	2	3
\DFF_262/Q_reg-SDFF-output-A	3	54	0	6
n1193	21	70	2	8
n1622	54	8	7	0
\DFF_227/Q_reg-SDFF-MUX21	6	7	0	0
\DFF_429/Q_reg-SDFF-output-A	3	24	0	2
n1037	145	12	16	1
g7366	28	32	3	3
g5673	28	28	4	3
g5671	32	28	4	3
g5670	21	28	2	3
g5672	31	29	3	3
\DFF_122/Q_reg-SDFF-output-A	3	49	0	6
n1384	11	76	1	9
n1022	32	19	4	2
n1009	49	10	6	1
n985	13	75	1	10
n1008	45	9	6	1
n986	10	105	1	13
n1908	20	45	2	4
\DFF_289/Q_reg-SDFF-MUX21	6	23	0	3
n1857	33	9	5	1
n1231	103	12	12	1
n1278	39	9	4	1
n1341	41	9	4	1
g8077	3	64	0	8
g7786	41	23	4	2
\DFF_127/Q_reg-SDFF-output-A	3	68	0	8
\DFF_226/Q_reg-SDFF-MUX21	6	41	0	5
n2132	46	9	5	1
n1154	82	18	10	2
n1251	19	83	2	10
n1750	27	9	3	1
n949	40	43	4	4
\DFF_13/Q_reg-SDFF-output-A	3	17	0	1
\DFF_340/Q_reg-SDFF-output-A	3	17	0	1
\DFF_83/Q_reg-SDFF-output-A	3	17	0	1
\DFF_243/Q_reg-SDFF-output-A	3	17	0	1
\DFF_71/Q_reg-SDFF-MUX21	6	26	0	2
n2826	85	27	10	3
n1232	56	9	6	1
g8436	3	58	0	6
g8273	33	38	3	4
\DFF_247/Q_reg-SDFF-output-A	3	68	0	7
\DFF_30/Q_reg-SDFF-output-A	3	40	0	4
\DFF_253/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_149/Q_reg-SDFF-output-A	3	40	0	4
n1356	214	5	24	0
n1327	215	5	24	0
n530	5	137	0	16
\DFF_318/Q_reg-SDFF-output-A	3	165	0	20
\DFF_276/Q_reg-SDFF-output-A	3	31	0	3
g8067	29	51	3	7
\DFF_403/Q_reg-SDFF-output-A	3	41	0	4
n1117	46	10	5	1
n1115	50	31	5	3
n1116	79	9	9	1
n1192	80	9	9	1
n1380	89	9	10	1
\DFF_64/Q_reg-SDFF-output-A	3	51	0	6
\DFF_407/Q_reg-SDFF-output-A	3	77	0	9
trig218_0n2	15	75	1	9
n2091	50	9	5	1
\DFF_237/Q_reg-SDFF-output-A	3	43	0	4
n917	37	9	4	1
n975	20	138	2	14
n1223	177	10	19	1
n1219	39	10	4	1
n587	164	10	17	1
n1785	38	18	5	2
g7321	5	190	0	21
n565	181	5	20	0
n1556	27	9	3	1
g9824	17	2	0	0
n944	2	15	0	0
n2147	15	2	0	0
n2311	20	2	0	0
n2480	13	2	0	0
n2487	13	2	0	0
n2441	3	14	0	0
n649	53	7	5	0
n1422	48	10	6	1
n1424	52	10	4	1
g6843	3	49	0	4
n1632	30	10	2	1
n1634	15	9	1	1
g6330	7	44	0	4
n1184	44	7	4	0
n1255	33	36	3	3
n1254	44	7	4	0
n1405	44	7	4	0
n1404	29	10	3	1
n1407	44	7	4	0
n1406	37	10	4	1
n1409	44	7	4	0
n1408	28	10	3	1
n1411	44	7	4	0
n1410	43	10	5	1
n1413	44	7	4	0
n1412	38	10	5	1
n1415	44	7	4	0
n1414	45	10	3	1
n1417	44	7	4	0
n1416	36	10	5	1
n1419	44	7	4	0
n1418	39	10	3	1
n1420	40	10	5	1
n1423	44	7	4	0
n1633	44	7	4	0
n1178	44	7	4	0
n2148	44	7	4	0
n1307	17	30	1	2
\DFF_246/Q_reg-SDFF-output-A	3	24	0	2
n1306	17	32	1	2
\DFF_222/Q_reg-SDFF-output-A	3	32	0	2
n1348	344	5	30	0
n1435	8	2	0	0
n1358	7	370	0	32
n1487	8	2	0	0
n516	39	7	3	0
g7745	5	17	0	1
g7337	5	17	0	1
g7336	5	17	0	1
n1272	17	27	1	2
n2257	40	9	4	0
n1305	17	30	1	2
\DFF_244/Q_reg-SDFF-output-A	3	24	0	2
n1304	17	30	1	2
\DFF_443/Q_reg-SDFF-output-A	3	24	0	2
n1303	17	35	1	2
\DFF_193/Q_reg-SDFF-output-A	3	29	0	3
n1302	17	26	1	2
\DFF_446/Q_reg-SDFF-output-A	3	32	0	3
n1301	17	35	1	2
\DFF_356/Q_reg-SDFF-output-A	3	32	0	3
n1300	17	31	1	1
\DFF_500/Q_reg-SDFF-output-A	3	32	0	1
n1308	17	26	1	2
\DFF_270/Q_reg-SDFF-output-A	3	24	0	2
n1299	17	35	1	2
\DFF_397/Q_reg-SDFF-output-A	3	32	0	3
n1268	17	30	1	2
n2188	32	9	3	0
n1266	17	35	1	2
n2195	37	9	4	0
n1262	37	17	3	1
n2206	39	9	4	0
n1258	17	36	1	2
n2216	40	9	4	0
n1276	17	26	1	2
n2229	32	9	3	0
n1274	17	30	1	2
n2234	32	9	3	0
n1270	17	30	1	2
n2262	32	9	3	0
n1137	14	26	0	3
n1135	14	29	0	3
n1129	14	29	0	3
n1264	27	17	2	1
n2199	39	9	4	0
n1260	18	37	1	3
n2210	39	9	4	0
\DFF_431/Q_reg-SDFF-MUX21	6	29	0	3
n1133	8	25	0	2
n1131	8	25	0	2
n1141	8	21	0	2
\DFF_103/Q_reg-SDFF-output-A	3	12	0	1
n1394	21	47	2	5
g7811	21	40	2	4
\DFF_170/Q_reg-SDFF-MUX21	6	19	0	2
\DFF_82/Q_reg-SDFF-MUX21	6	27	0	3
\DFF_56/Q_reg-SDFF-MUX21	6	18	0	2
\DFF_16/Q_reg-SDFF-MUX21	6	33	0	4
\DFF_290/Q_reg-SDFF-MUX21	6	28	0	4
\DFF_94/Q_reg-SDFF-MUX21	6	35	0	2
\DFF_402/Q_reg-SDFF-MUX21	6	26	0	4
\DFF_173/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_27/Q_reg-SDFF-MUX21	6	30	0	4
